year,geo_name,geo,income
2014,"Census Tract 232","14000US06075023200",42344.0
2014,"Census Tract 233","14000US06075023300",70450.0
2014,"Census Tract 234","14000US06075023400",52841.0
2014,"Census Tract 251","14000US06075025100",96023.0
2014,"Census Tract 252","14000US06075025200",94271.0
2014,"Census Tract 253","14000US06075025300",106429.0
2014,"Census Tract 254.01","14000US06075025401",95481.0
2014,"Census Tract 254.02","14000US06075025402",102065.0
2014,"Census Tract 254.03","14000US06075025403",73194.0
2014,"Census Tract 255","14000US06075025500",88269.0
2014,"Census Tract 256","14000US06075025600",70582.0
2014,"Census Tract 257.01","14000US06075025701",80592.0
2014,"Census Tract 257.02","14000US06075025702",60805.0
2014,"Census Tract 258","14000US06075025800",51983.0
2014,"Census Tract 259","14000US06075025900",87188.0
2014,"Census Tract 260.01","14000US06075026001",63817.0
2014,"Census Tract 260.02","14000US06075026002",68583.0
2014,"Census Tract 260.03","14000US06075026003",56016.0
2014,"Census Tract 260.04","14000US06075026004",61032.0
2014,"Census Tract 261","14000US06075026100",60469.0
2014,"Census Tract 262","14000US06075026200",77194.0
2014,"Census Tract 263.01","14000US06075026301",54430.0
2014,"Census Tract 263.02","14000US06075026302",68281.0
2014,"Census Tract 263.03","14000US06075026303",78264.0
2014,"Census Tract 264.01","14000US06075026401",45451.0
2014,"Census Tract 264.02","14000US06075026402",75603.0
2014,"Census Tract 264.03","14000US06075026403",43839.0
2014,"Census Tract 264.04","14000US06075026404",52614.0
2014,"Census Tract 301.01","14000US06075030101",73389.0
2014,"Census Tract 301.02","14000US06075030102",115507.0
2014,"Census Tract 302.01","14000US06075030201",86875.0
2014,"Census Tract 302.02","14000US06075030202",92305.0
2014,"Census Tract 303.01","14000US06075030301",101417.0
2014,"Census Tract 303.02","14000US06075030302",125347.0
2014,"Census Tract 304","14000US06075030400",147976.0
2014,"Census Tract 305","14000US06075030500",110714.0
2014,"Census Tract 306","14000US06075030600",145000.0
2014,"Census Tract 307","14000US06075030700",122121.0
2014,"Census Tract 308","14000US06075030800",131377.0
2014,"Census Tract 309","14000US06075030900",145476.0
2014,"Census Tract 310","14000US06075031000",110313.0
2014,"Census Tract 311","14000US06075031100",104732.0
